,sentence,entities
330,"first    war    was    Korean    War         fought    between    People   "" s""   Republic    of    China-backed    North    Korea    and    mainly    United    States-backed    South    Korea    .    ","['China', 'States', 'Korea']"
331,Korean    Peninsula    was    a    Japanese    colony    between       and            when    Soviet    and    the United Statesn    troops    invaded    and    divided    it    along   th    parallel    .                 ,"['Korean', 'Japanese', 'Soviet']"
332,A    communist    government    controlled    territory    north    of    border    and    a    capitalist    one    controlled    South         with    both    authorities    considering    other    one    illegitimate    and    claiming    sovereignty    over    entire    peninsula    .                 ,[]
333,"North    Korea   "" s""   invasion    of    South    Korea    on    June               led    to    United    Nations    intervention    .                 ",['North    Korea']
334,General    Douglas    MacArthur    led    troops    from    United    States         Canada         Australia         Great    the United Kingdom         and    other    countries    in    repulsing    Northern    invasion    .    ,"['Douglas    MacArthur', 'the United Kingdom         ']"
335,However         war    reached    a    stalemate    after    Chinese    intervention    pushed    U.N.    forces    back         and    an    Armistice    ended    hostilities    in    July            leaving    two    Koreas    divided    and    tense    for    rest    of    century    .                 ,"['Chinese', 'U.N.']"
336,second    war         Vietnam    War         was    perhaps    third    most    visible    war    of   th    century         after    World    War    I    and    World    War    II    .    ,"['second', 'third']"
337,After    French    withdrawal    from    its    former    colony         on       July            Vietnam    became    partitioned    into    two    halves         much    like    Korea         along   th    parallel    .    ,"['French', 'July', 'Vietnam']"
338,Fighting    between    North    and    South    eventually    escalated    into    a    regional    war    .    ,[]
339,United    States    provided    aid    to    South    Vietnam                 and    contributed    to    propaganda    efforts    against    North                      but    was    not    directly    involved    until    Gulf    of    Tonkin    Resolution         passed    in    reaction    to    a    supposed    North    Vietnamese    attack    upon    the United Statesn    destroyers         brought    the United States    into    war    as    a    belligerent    .                 ,"['North                      ', 'Vietnamese', 'the United States']"
